word,Count,Median WPM,typed_word_without_mistakes
prayed,2,129.24871992231914,1.0
tribe,34,129.19034635811744,0.8823529411764706
awoke,2,129.17354040160762,1.0
First,2,129.13268137437854,1.0
fall,8,129.06816507232583,0.875
support,1,128.79745496228998,1.0
poor,6,128.72355957028407,1.0
forgotten,1,128.658901307782,1.0
livestock,5,128.5897219902117,0.6
Gehenna,1,128.58832219028776,1.0
Master,5,128.5498964637709,1.0
rebuked,3,128.44953913375772,1.0
hidden,6,128.42479369696156,1.0
officer,2,128.3721311699851,1.0
keeping,2,128.34061365910833,1.0
perseverance,1,128.24804882616965,1.0
dedicates,6,128.22522007333416,0.5
book,1,128.21019634323153,1.0
scarlet,1,128.18855682118016,1.0
Aren't,1,128.06857645373844,1.0
Beware,2,127.99715798751154,1.0
vow,5,127.94759266604396,1.0
ointment,3,127.90707124916844,0.6666666666666666
Spirit,4,127.88720886163523,1.0
Don't,14,127.87436966527565,0.9285714285714286
Martha,4,127.86867439018786,0.75
Pagiel,5,127.85922982927418,0.8
kill,3,127.8455285094197,1.0
scorpion,1,127.80042685342568,1.0
seeking,4,127.74207549696985,1.0
debtors,1,127.71328003736525,1.0
began,9,127.69323657874915,0.8888888888888888
roof,1,127.65930285254711,1.0
Standing,1,127.51261279055109,1.0
beam,3,127.45963910865349,0.6666666666666666
Many,2,127.44465910186908,1.0
gladness,1,127.41335493697551,1.0
sanctified,3,127.16735563114005,1.0
Child,1,127.15590182462361,1.0
They,52,127.11286850647505,0.9615384615384616
Merari,12,127.10897501214073,0.8333333333333334
Their,3,127.04201512350497,1.0
pull,1,127.0299989281844,1.0
scorching,1,126.98584401787912,1.0
poorer,1,126.95358647408278,1.0
bed,2,126.94201220680858,1.0
Man,14,126.93154966424595,1.0
priesthood,1,126.88322461027025,1.0
bush,1,126.8644448121164,1.0
cry,1,126.81575502577884,1.0
Amazement,1,126.74890010121133,1.0
forty,8,126.69225616215782,1.0
persecute,1,126.59134403553747,1.0
will,208,126.54488566983625,0.9567307692307693
silver,33,126.5248662658523,0.9696969696969697
lamb,15,126.51795184305024,0.9333333333333333
my,56,126.37911626660218,0.9821428571428571
add,7,126.36961849714231,0.7142857142857143
diseases,3,126.33733331368084,1.0
Ithamar,5,126.13993333504523,1.0
scatter,1,126.12114566646994,1.0
by,128,126.08181051541837,0.9921875
Ephraim,8,125.76998869791574,1.0
jealous,3,125.76200169988306,1.0
nine,2,125.47413915539346,1.0
Passover,9,125.41964957488617,0.7777777777777778
idols,2,125.40635785751297,1.0
followed,3,125.38418497928811,1.0
Yes,4,125.36716847335978,1.0
pillars,4,125.08125408829417,0.75
ladles,3,125.07035207304108,1.0
sprinkle,1,125.04591529702313,1.0
soon,1,124.99648447387418,1.0
see,23,124.79638256885727,1.0
strike,1,124.78520047522363,1.0
Libni,1,124.74033220845274,1.0
bitter,3,124.72031037342127,1.0
special,1,124.69701594102901,1.0
Into,3,124.51491066055159,1.0
few,5,124.29407010254607,1.0
defect,3,124.12832179026142,1.0
strength,2,124.08025391733673,1.0
egg,1,124.03536661753488,1.0
Jonah,4,124.0281726149174,0.75
sinners,8,124.00465859081015,0.75
Testimony,6,123.93253768261219,0.6666666666666666
else,2,123.90452105897747,1.0
Shelumiel,5,123.9023883217869,1.0
exalted,1,123.8927089140804,1.0
pursues,3,123.82327352767493,0.6666666666666666
herself,1,123.75816417139268,1.0
ewe,1,123.72609379881379,1.0
get,5,123.70708910346724,0.8
paralyzed,2,123.60076102973693,0.5
bull,14,123.54935126411311,0.9285714285714286
Jews,1,123.5034533366645,1.0
redeemed,10,123.50084398594318,0.9
God,38,123.42126573802949,1.0
trespass,4,123.36447699560749,1.0
bitterness,4,123.3624116687607,0.75
bowels,1,123.1093523952207,1.0
Soul,1,123.05603510378495,1.0
trees,3,123.02203632225623,1.0
John,16,123.0172807522784,0.8125
supplies,1,122.97545256247537,1.0
wall,1,122.9376567775274,1.0
doesn't,7,122.88078194307872,0.5714285714285714
Man's,1,122.80307850944078,1.0
rejected,3,122.73113596871175,0.6666666666666666
arose,3,122.59381542806389,1.0
Fear,2,122.52962703874817,1.0
wallet,2,122.43709173128052,1.0
soft,1,122.42999045046076,1.0
Make,3,122.18767874720973,1.0
abyss,1,122.1435210801396,1.0
bowl,13,122.08950076077019,0.6923076923076923
barn,1,122.01911124329848,1.0
delicately,1,121.97769759777123,1.0
Gideoni,5,121.93029593353755,0.8
Legion,1,121.90319328801016,1.0
height,1,121.8952476259631,1.0
keep,19,121.88662207986317,1.0
law,12,121.81419725911604,1.0
Command,1,121.7536349982563,1.0
Thomas,1,121.69079214790165,1.0
mixed,15,121.66348043529572,0.9333333333333333
Uzziel,2,121.6584792184724,1.0
dresser,1,121.6460623821282,1.0
Then,15,121.59295895705665,1.0
Where,1,121.5000640912838,1.0
Nethanel,5,121.44966879030687,0.8
Peter,8,121.38980883730122,1.0
inherit,1,121.3533674259246,1.0
High,2,121.2905699841352,1.0
understand,2,121.10747684576495,0.5
Woman,1,121.04380918411832,1.0
justice,1,120.91245722182039,1.0
Kingdom,17,120.88792178551459,1.0
Baptizer,4,120.8820651487797,1.0
Sinai,10,120.71761679161187,0.8
wolves,1,120.37832902507097,1.0
Abidan,5,120.37621579977957,1.0
feet,11,120.3681761588258,1.0
sweet,2,120.23266628082325,1.0
journeys,2,120.20465641261848,0.5
fetters,1,120.13912110223639,1.0
Jesus,48,120.05508200048065,0.75
soldiers,1,120.05106672250707,1.0
serpents,1,119.98153784086475,1.0
nests,1,119.88289838485767,1.0
vain,2,119.87190103991722,1.0
Abraham,2,119.80813895914794,1.0
floor,1,119.76896566523176,1.0
terror,1,119.31768183641844,1.0
Life,1,119.2817449726472,1.0
tents,2,119.17337877837852,0.5
murmured,1,119.02423928633065,1.0
Eliab,5,119.01505520612514,1.0
iniquity,8,118.90536038157222,0.875
Nineveh,1,118.8924825557128,1.0
vine,1,118.86584157263471,1.0
Canaan,1,118.86252525415944,1.0
wafers,1,118.85216540391744,1.0
oppresses,1,118.72283253331,1.0
hypocrisy,1,118.71676411517592,1.0
tree,6,118.71348150908995,1.0
fifty,28,118.70861094794299,1.0
blaspheme,1,118.69230097993682,1.0
She,3,118.61977978237883,1.0
Rise,2,118.55739691312264,1.0
since,2,118.55280726145419,0.5
redeem,14,118.48274231286226,0.7857142857142857
met,2,118.4668035417953,1.0
fully,3,118.4167678143225,1.0
Cut,1,118.19477185125844,1.0
Return,2,118.1711060004465,1.0
However,1,118.16644503424506,1.0
Reuben,8,118.14495429037099,1.0
travels,1,118.12300851990322,1.0
repay,1,118.08145967577192,1.0
unleavened,6,117.95586130783687,0.6666666666666666
calm,1,117.64244539429825,1.0
Nain,1,117.57288416572487,1.0
write,1,117.44309930773166,1.0
desolation,4,117.37197944433011,0.5
furniture,2,117.34450498416706,1.0
vessel,1,117.28634581683588,1.0
sanctuary,33,117.12366404465101,0.7272727272727273
lightning,1,117.10493187420587,1.0
There,6,117.08040515234454,0.8333333333333334
burn,1,117.04650696646178,1.0
anoint,1,116.86310217974034,1.0
enters,1,116.82404108961134,1.0
proclaimed,1,116.79801739258744,0.0
sky,7,116.64002846016695,1.0
Egypt,9,116.61447197258626,0.8888888888888888
Gad,7,116.61256059804103,0.8571428571428571
tunics,1,116.54830538763969,1.0
defile,1,116.43471093385004,1.0
abhorred,1,116.33582857527873,1.0
Blessed,9,116.12481537536794,0.8888888888888888
exactly,1,115.95950694017648,1.0
eighty,2,115.94541829285825,1.0
Ahiezer,5,115.8635871780389,1.0
ephah,1,115.53396525277483,1.0
Lord,22,115.44517951102351,0.8636363636363636
Jacob,1,115.35974648542111,1.0
husband's,2,115.14005353645554,0.5
Behold,15,114.80366102497028,0.8666666666666667
Dan,8,114.57260191778586,0.875
Only,2,114.54727000061312,1.0
presence,4,114.50943508985202,0.5
Even,3,114.38588363810021,1.0
Jairus,1,114.32897782271894,1.0
feast,2,114.31612457457841,0.5
whoever,8,114.2791670112786,0.625
warn,1,114.1673336338154,1.0
rejoiced,2,114.06819089049787,1.0
Gershon,9,114.0401787987089,0.7777777777777778
twelve,17,114.0229005493845,0.8823529411764706
This,32,113.9797299108711,0.875
store,2,113.89317477980492,0.5
womb,3,113.88238085352472,1.0
reed,1,113.78600408444345,1.0
gift,1,113.72081965228439,1.0
trampled,2,113.6578990812373,1.0
eternal,1,113.6295845986461,1.0
Those,20,113.36325035488252,0.95
Take,9,113.35316856348237,1.0
shave,4,113.32160867902833,0.75
Enan,5,113.2435500720512,0.8
Deuel,4,113.08080871861921,0.75
tribes,2,113.07449929991378,1.0
exists,1,112.99541426943756,1.0
Your,10,112.99377160876871,0.8
shovels,1,112.9916600048667,1.0
sacrifices,2,112.85482833501894,0.5
yes,1,112.85047124475952,1.0
produce,1,112.79563029728229,1.0
inward,1,112.74250207555815,1.0
Siloam,1,112.64434316535923,1.0
elders,2,112.61545976591476,0.5
vinegar,2,112.5809820268103,0.5
apart,2,112.55893432626611,1.0
Isaac,1,112.46550823444336,1.0
joy,3,112.3090044992235,1.0
Stretch,1,112.08853499751004,1.0
well,6,112.05740462219056,0.6666666666666666
leprosy,2,111.9535747372517,1.0
Beelzebul,3,111.6274454679257,0.6666666666666666
awake,1,111.61060992780097,1.0
Issachar,7,111.60048699662514,0.7142857142857143
feeding,1,111.54403771888192,1.0
ancestors,1,111.32015708098757,1.0
weep,4,111.2898991002404,1.0
Elizur,5,111.1178673518112,1.0
Ochran,5,111.09307563031433,1.0
bypass,1,111.05560044909652,1.0
Others,1,110.86544491919835,1.0
Elijah,5,110.84607267745919,1.0
bulls,3,110.77638181073965,1.0
buy,4,110.725650675324,1.0
Is,1,110.5854717414954,1.0
wafer,1,110.52074612555711,1.0
Philip,1,110.33622051551842,1.0
Taberah,1,110.32805917051425,1.0
Wait,1,110.31799622068931,1.0
Mahli,1,110.2802920663255,1.0
wipe,2,110.24559383673238,1.0
Greet,1,109.9406302273334,1.0
Peace,1,109.77524798685917,1.0
Follow,2,109.76673781712927,1.0
returning,1,109.73275704669729,0.0
barley,2,109.73184078620658,1.0
Meanwhile,1,109.72046071215081,1.0
evaluates,2,109.61875367406572,0.5
bore,2,109.61280880630112,0.5
Truly,1,109.51393154101618,1.0
Aaron,43,109.47247041050352,0.8604651162790697
fig,2,109.46905104070231,1.0
witness,1,109.28479735280995,1.0
wisdom,2,109.22531782288702,0.5
falls,1,109.15374195400479,1.0
two,48,108.74930185484764,0.9375
sells,4,108.6551986602952,1.0
snuff,1,108.6503024824421,1.0
Satan,3,108.52792541092742,0.6666666666666666
abhors,1,108.41281975570676,1.0
Shedeur,5,108.40491714379885,1.0
Midianite,1,108.39803759404533,1.0
Send,1,108.26255293023877,1.0
try,1,108.02201488663391,1.0
bigger,1,107.81994069903263,1.0
dwell,5,107.40859752118858,1.0
When,54,107.22943760817027,0.8888888888888888
perverse,1,107.13009957407974,1.0
sleep,1,107.03490479602003,1.0
laborers,2,107.00998037299883,0.5
wet,2,107.00923843887696,1.0
frankincense,1,106.72508877081603,1.0
Again,1,106.6703645726385,1.0
perplexed,1,106.35858916513234,1.0
Let,4,106.32691086170652,1.0
Ammishaddai,5,106.30960384853651,0.8
evaluate,2,106.26100327323635,0.5
Ammihud,5,106.20529736851088,0.8
Bartholomew,1,106.19258008308282,1.0
What,10,106.16035928642083,0.9
Manasseh,7,106.0325097884022,0.8571428571428571
bramble,1,105.86569021531318,1.0
swell,3,105.85514816809726,1.0
Gadarenes,2,105.5832685419462,1.0
Reuel,2,105.46278597410756,1.0
Zurishaddai,5,104.86898765040556,1.0
forever,2,104.66139277832634,0.5
ladle,12,104.43753943713325,0.9166666666666666
fit,1,104.16766132315499,1.0
physicians,1,103.95499372501669,0.0
ox,3,103.94785282716505,1.0
Ahira,5,103.91229802047073,0.8
LORD's,9,103.79657601044886,0.8888888888888888
kissed,1,103.76748013645424,1.0
That,1,103.68088750839706,1.0
accomplished,1,103.57576632041194,0.0
garment,2,103.3440313603599,0.5
bars,3,103.2915354093067,1.0
up,46,103.24213600666053,0.9565217391304348
Say,1,103.23196336871132,1.0
answer,2,103.13052310894244,0.5
It,13,102.89614049439024,0.9230769230769231
written,3,102.20549729301442,0.6666666666666666
sixty,8,102.02253590492151,0.875
One,4,101.99957686116724,1.0
Not,2,101.97555714462129,1.0
kiss,2,101.54694354230014,1.0
six,15,101.49785458909864,1.0
After,5,101.45345602888855,1.0
denarii,2,100.84501031616855,1.0
Carry,1,100.79754376545353,1.0
Also,1,100.658664163062,1.0
Thus,5,100.63920572184205,0.8
Jubilee,14,100.6210106282563,0.7142857142857143
jubilee,1,100.22708594043075,1.0
Who,9,100.1295008210619,1.0
The,128,100.11587172267093,0.953125
snuffers,1,99.97556847045504,1.0
Tyre,3,99.93219184399254,0.6666666666666666
Soon,2,99.85734319323335,1.0
trumpets,4,99.79940080609337,0.5
piece,2,99.7813729552417,0.5
journeying,2,99.47916724717747,0.5
eighth,2,99.45583304937875,1.0
messengers,2,99.2757166606616,0.5
You,50,99.16652566096758,0.92
Every,3,98.75745022089573,1.0
trespassed,1,98.72096297692406,1.0
Izharites,1,98.3369044198068,1.0
While,4,98.28334183358919,1.0
Sometimes,2,98.2531676045189,0.5
vessels,7,98.1454253482527,0.8571428571428571
Seeing,1,98.10063544686611,1.0
depart,4,98.0145835013176,0.5
watched,2,97.66595810117141,0.5
But,76,97.14401536704193,0.9868421052631579
Keep,3,97.13348954287157,0.6666666666666666
Joanna,1,96.92432202782913,1.0
Simon,5,96.88845942182132,0.8
Chuzas,1,96.83673393905607,1.0
Kohath,9,96.70891503074134,0.8888888888888888
Abihu,2,96.70120972230403,1.0
John's,3,96.60996958530305,0.6666666666666666
These,19,96.50126617702995,0.7894736842105263
Year,8,96.47700506966142,0.75
fermented,1,96.40301602191347,0.0
About,1,95.99577618584782,1.0
For,42,95.90065420591526,0.9523809523809523
hardly,1,95.83761274895816,1.0
spoons,1,95.7897861213638,1.0
beside,2,95.62713233829919,0.5
everywhere,1,95.47519196480783,0.0
Give,3,95.30032408066458,1.0
Shimei,1,95.0620794988327,1.0
Wisdom,1,94.9037478280882,1.0
turtledoves,1,94.14441025052898,1.0
plucked,1,94.05405913805726,1.0
Eleazar,4,93.84623932960503,1.0
bless,4,93.80850694491801,0.75
Matthew,1,93.69005300514749,1.0
redeems,1,93.4749686831035,1.0
Next,1,93.38772130457976,1.0
His,14,93.15483076430371,0.9285714285714286
weighing,2,93.05721597594822,0.5
fertilize,1,92.28507063396765,1.0
cords,4,92.16545790484052,0.5
chose,1,92.14466712739,1.0
straighten,1,92.14342185039962,0.0
Our,1,91.8199634964634,1.0
needy,2,91.73359963699976,0.5
Amminadab,5,91.66010193621781,0.6
strange,2,91.30158545244527,0.5
breast,1,90.88570390598984,1.0
Can,2,90.39050524165536,1.0
fragrance,1,90.08068226441483,1.0
spread,6,90.07497892175577,0.5
Amram,1,89.96963075113996,1.0
I,148,89.7999785100903,1.0
Alphaeus,1,89.7091042125433,1.0
At,4,89.68109754149918,1.0
Woe,10,89.58997142298462,0.7
Five,1,89.55830404185954,1.0
high,1,89.15135708796006,1.0
immediately,7,88.87082746415577,0.5714285714285714
vineyard,1,88.67110280804758,0.0
Holy,4,88.49583377785902,0.75
infirmity,2,88.41747040667347,0.5
dance,1,88.37936548034554,1.0
Why,9,88.37409342909157,1.0
assembly,1,88.35750846920524,0.0
owed,1,88.13696631460233,1.0
fed,1,88.0814969156796,1.0
Gamaliel,5,87.43866200630744,0.6
May,3,87.38969175470976,1.0
He,96,87.02653505060147,0.9791666666666666
Everyone,2,86.8344831337925,0.5
travel,2,86.53583281727556,0.5
gifts,3,86.38691894718534,1.0
Nahshon,5,86.18273283804254,0.8
locks,1,86.0938859565949,1.0
convulsed,1,85.97577489249447,1.0
Speak,6,85.83885909998642,0.6666666666666666
Or,4,85.6445203977296,1.0
Come,2,85.61721317509121,1.0
Ask,1,85.3868677369278,1.0
We,6,85.261930982989,1.0
prepared,1,85.20368740258156,1.0
gerahs,2,85.07509386370691,1.0
earnestly,1,84.90104822135842,1.0
Ought,1,84.85735972830936,1.0
loaves,3,84.49042183720667,0.6666666666666666
beheaded,1,84.45221522119223,0.0
responsibilities,1,84.37673738623808,0.0
banners,1,84.33128702796064,1.0
lift,2,83.94287367031666,0.5
jealousy,7,83.78642734935616,0.5714285714285714
Uzzielites,1,83.32461896693304,1.0
yours,2,83.27460192548052,0.5
hooks,1,82.69851882817852,1.0
hangings,2,82.47902135818961,0.5
Kohathites,6,82.45263587523051,0.5
Her,2,82.41594008748157,1.0
pigeons,1,82.37472202208761,0.0
centurion's,1,81.2973379925741,0.0
Zachariah,1,81.08022888648318,0.0
Sell,1,80.75677170767261,1.0
Levi,7,80.74435529669513,0.5714285714285714
figs,1,80.6502290298483,1.0
stumbling,1,80.3481395611474,0.0
Herod,2,80.26752245149382,0.5
armor,1,79.80544496589914,1.0
All,19,79.36532431978407,0.8421052631578947
bother,1,79.14631900913206,1.0
mistreat,1,79.05726191596756,0.0
straight,1,78.94028586744396,0.0
uncle's,1,78.34443290522142,1.0
curtains,1,78.00642236626145,0.0
To,8,77.93239003827435,1.0
Zebulun,7,77.82412636859284,0.7142857142857143
Galilee,2,77.69621088858884,0.5
corpse,1,77.44217946386134,1.0
tightly,1,76.3044310618988,0.0
Be,3,75.936318537669,1.0
Do,5,75.87224631166043,1.0
flees,1,75.68347857413335,1.0
Go,6,75.24646657875722,1.0
haven't,1,74.86012519286508,1.0
judgment,3,74.65524441427128,0.3333333333333333
destroyed,1,74.57394455427222,0.0
resting,1,74.50186192569929,0.0
inner,1,74.39607129226721,0.0
robbers,2,74.17920518142232,0.5
cakes,1,73.94799730336302,0.0
Abihail,1,73.44173683412608,0.0
uncircumcised,1,73.38622629913024,0.0
No,9,73.13309491944389,0.7777777777777778
Susanna,1,73.04101392057379,1.0
bowls,2,72.93733101109231,0.5
Now,14,72.56797909134087,0.9285714285714286
announce,1,72.28494363355631,0.0
My,2,71.90038510225092,1.0
thank,1,71.43453281041667,0.0
hypocrites,3,71.40095455936151,0.3333333333333333
bruising,1,71.33613169125485,0.0
divisions,8,71.21076288589997,0.375
delivered,3,71.12334783920355,0.3333333333333333
oversight,1,71.09842457740875,0.0
Izhar,1,71.08014333547837,1.0
piped,1,70.90323752454582,1.0
half,1,70.43441895272824,0.0
concealed,2,70.41251747619894,0.5
tiles,1,70.11636863119877,1.0
In,9,68.60243687289513,1.0
apiece,2,68.35530857331955,0.0
So,6,68.32674986987817,0.8333333333333334
Mahlites,1,68.17422605209875,0.0
As,22,67.77965350589756,1.0
People,1,67.34447005093205,0.0
Won't,1,67.09023715168846,1.0
Judas,2,67.03843398553909,0.5
If,49,66.50380623451017,0.9387755102040817
hypocrite,1,66.00453927884297,0.0
Yet,1,65.94585405742859,1.0
consist,1,65.26873469098518,0.0
arbitrator,1,65.2596895139752,0.0
Arise,1,65.00019175056566,1.0
heave,1,64.85106035266655,0.0
Capernaum,2,64.8001101319314,0.0
Jerusalem,7,64.66834688604246,0.2857142857142857
jar,1,64.4595709570957,1.0
gains,1,63.48421697720324,0.0
repentance,1,63.39703167701368,0.0
housetop,1,63.32147660670497,0.0
Are,2,62.60901006160175,0.5
cleansing,3,62.30032888805104,0.3333333333333333
By,1,62.16779086755152,1.0
farmer,1,61.97829554522393,0.0
scattered,1,61.9200655527094,0.0
A,14,61.19779167880529,1.0
insult,1,60.71264502733081,0.0
Chorazin,1,60.50068857346183,0.0
scorpions,1,60.26656235343158,0.0
lilies,1,60.153888685730266,0.0
On,26,59.821159922939884,0.9615384615384616
exchanges,1,59.8054926028912,0.0
Hebron,1,59.61268150509105,0.0
Amen,2,59.557319160277544,1.0
Moreover,1,59.3498226924047,0.0
certainly,1,59.32046430786531,0.0
majesty,1,59.280729965971446,0.0
Pharisee's,2,59.04244673036508,0.0
O,2,59.02191715599248,1.0
Naphtali,7,58.850228375667484,0.42857142857142855
faintness,1,58.75935817588319,0.0
Elizaphan,1,58.445717322417686,0.0
discharge,1,58.025074676390666,0.0
indebted,1,57.417916303817336,0.0
abated,1,57.264157171023385,0.0
Of,26,56.944154120297966,0.9615384615384616
tombs,3,56.030915618001394,0.3333333333333333
talking,1,55.929722439430776,0.0
mustard,1,55.83104409436166,0.0
Helon,5,55.257787710262804,0.4
requirements,6,54.74541584692144,0.16666666666666666
expect,1,54.683015470584564,0.0
drunken,1,54.28879194318135,0.0
sixth,1,54.09083582241329,0.0
listens,2,53.763501351593476,0.0
tetrarch,1,53.344915107124365,0.0
stranger,3,53.11796947708679,0.3333333333333333
Judah,8,52.84873884043669,0.5
Eliasaph,6,52.74078296940894,0.16666666666666666
Andrew,1,52.72393833759665,0.0
An,1,52.594681932565294,1.0
forfeits,1,52.37356734425151,0.0
Whatever,1,52.34521275220987,0.0
lepers,1,52.28601349865106,0.0
cup,1,51.72931829523732,0.0
Rejoice,1,50.661427149289935,0.0
herb,1,50.0847946006922,0.0
stripes,3,50.009620898496664,0.3333333333333333
twentieth,1,49.875908278389396,0.0
Someone,1,49.7715338466872,0.0
covetousness,1,49.61030758873028,0.0
plunder,1,49.15382566858419,0.0
only,3,48.72522132162899,0.3333333333333333
rear,1,48.62902617943624,0.0
distracted,1,48.54239132197961,0.0
Pedahzur,5,48.41322625134573,0.2
remaining,1,48.24633937600864,0.0
separate,4,48.22195638591917,0.25
Shimeites,1,47.89015063669512,0.0
Good,1,47.51413941598787,0.0
Lael,1,47.20495526150365,0.0
Herod's,1,47.17915018555728,0.0
remainder,1,47.04725339005954,0.0
pleasing,1,47.02683605994275,0.0
shaved,1,46.595128906394855,0.0
Hebronites,1,46.297184016221294,0.0
Libnites,1,45.98111191716427,0.0
conceived,1,45.5828623631802,0.0
falling,1,45.471737609885295,0.0
wickedness,1,45.33929091615972,0.0
Nadab,2,45.33093630298411,0.5
Zealot,1,45.2824464294508,0.0
tolerable,2,44.99172841705918,0.0
Daughter,1,43.30786560161799,0.0
leper,1,43.28047849165801,0.0
convulses,1,42.98968585884137,0.0
launched,1,41.79895928428687,0.0
surely,1,41.1619633501882,0.0
cheek,1,41.075726730583696,0.0
prayer,1,41.03328420547395,0.0
ministered,1,40.16599669226322,0.0
order,1,39.79100702019473,0.0
moment,1,39.55770095037377,0.0
host,1,39.517725675851906,0.0
behalf,2,39.16069236191004,0.0
shut,1,39.03373930048611,0.0
recline,1,38.916398819146735,0.0
Whoever,4,38.86237826241501,0.25
twelfth,1,37.45155040055771,0.0
asleep,1,37.217921111343664,0.0
waved,1,37.09679264222215,0.0
woman's,2,36.99180454484843,0.0
value,3,36.71621438205938,0.3333333333333333
drowned,1,36.71403286823793,0.0
Notwithstanding,1,35.90330736679819,0.0
Paran,1,35.418680981165934,0.0
building,1,34.56071886295235,0.0
lord's,1,34.297313310434795,0.0
Whether,1,33.59211525870647,0.0
touches,1,33.31545139700016,0.0
yeast,1,33.27788313617204,0.0
uncle,1,32.73476541748801,0.0
Accept,1,32.21989433485653,0.0
Sidon,3,31.985065106932737,0.3333333333333333
lying,1,31.730297547692224,0.0
bright,1,30.741170911559827,0.0
amid,1,30.492602272346836,0.0
yoke,1,30.14375557031483,0.0
devil,1,30.136084007749595,0.0
threw,1,28.97236610891803,0.0
treat,1,28.078509008708828,0.0
flocks,1,27.6903161195714,0.0
best,1,25.638898653332873,0.0
months,1,24.574038061225806,0.0
Amramites,1,24.22693042705281,0.0
veil,1,23.808344021047766,0.0
clearly,1,23.137590602259912,0.0
leaf,1,20.648785707289097,0.0
From,1,19.33222156949124,0.0
juice,1,17.85909353789536,0.0
dies,1,12.475395855356414,0.0
